review,rating
"This is a good, suspenseful read for those who love romance and even those who usually don't. Sam, the main male character has so many layers that I found myself wanting to read more as he continued to show his true inner self. Molly is hesitant with him at first, but she sees the real man and how deep down, he needs help so he doesn't regret any choices he may soon make. They both help each other in ways they never knew. I couldn't wait to see what happened with each of them and was on the edge of my seat through the entire book. I definitely recommend this one!",5.0
"It was pure pleasure to read about such a lovely heroine .  Both children and adults would be entertained .  She had risen to hardship and cruelty and still her character, generosity, and nobility shone through.  It was a great way to show what true nobility is and should.  A great example and reminder foe us all!",5.0
"After buying ""House Training Success Formula"" I found it to be a great aid. I bought this new book by the same author, and after reading the preface I believed that this author has a true insight into how a dog's mind might work. I will let you know how it goes. Florida Gram",5.0
"Very entertaining story with a second of amazing characters, plot and conflicts VERY well developed. Love story quick and to the point.",5.0
"Another great short story in this series. I still have yet to read the whole series. I have so far only read a couple of the short stories and I was happily shocked to discover that I can read them without getting lost and frustrated. The more I read these short stories the more I want to read the whole story.  Lisa as alway's has written a story that draws you in and keeps you wanting more. Without even knowing the characters I found myself hoping that Ava get's what's coming to her, that Mark's mother will get better, for the cops to find out what happened and I found myself liking Crystal. I'm torn when it comes to the female characters that I read about. I love reading a good Dom and Sub relationship but on the other hand I also love reading about Strong don't tell me what to do females. Crystal seems like the second type but it seems like she knows more about the BDSM scene then she is letting in. There is definitely more going on there and I am intrigued to read more and find out. I definitely recommend reading.'Read and Reviewed by LSK Sweetheart Reviews'",4.0
"This place is waaay past its prime. Inadequate heating and hot water systems made for an uncomfortable, unpleasant stay. Heating is a hot air system that fills the space with extremely dry heat from the ceiling down. Cold night means parched head and cold feet. The Arctic wind blew in through the ill-fitting door frame which we had to insulate with cushions. Barely enough tepid (not hot)water for one shower so   sure you go first! And replace the not-functioning clock.Marriott, it's time for a top-to-bottom renovation. Staff is pleasant but no substitute for physical comfort.
And the free wifi is pathetic!",1.0
"I think this might partially be my fault...I keep feeling like these people should be/act like adults, forgetting they are like 18 years old.  However, I'm not sure that the author wants us to see them as teenagers as they have homes, cars, lives that 30 year olds are lucky to have been mature enough for so...who knows.  They are definitely ridiculously immature in round 2...Definitely not a bad book.  Probably close to 3.5 stars.  My only real issues with this book are with the H/h.  Seriously - how stupid are you to make the SAME mistake twice??  It's just annoying - maybe you deserve what you get...And for the other main character - it just seemed like psycho harsh what they do - sorry to be vague don't want to give too much away.  I understand the angst angle it just was a bit over the top - I honestly stopped liking Casey and just wanted to slap her for the last 25% of the book...I can't really rate a book that high when that happens.  I also thought they would mention her music talents and it doesn't really seem to happen really at all which was kind of annoying - I guess/hope that will be a big focus for book 3.However, I am definitely looking forward to the next book as I would like to find out what happens in this series so again, 3.5.",3.0
"Violet Morgan is a personal chef. Her brother is a cop, as was her father who was killed in the line of duty. When her brother's partner is shot she Violet is hired to help him once he is released from the hospital. She is to check on him and fix his dinner. Things start to heat up after a few days and the fun begins! I liked the characters and it has a cute plot. All in all a fun read.",4.0
"First off after I write this I'm getting the next book.  With that in mind this book is a good read. Bit rushed in the beginning, bit slow in the middle but a big win at the finish. I'm expecting great things from the next instalment.",5.0
"** 3 1/2 Stars **Josh Faraday is a reporter that hides behind a faceless character, JR, in a popular newspaper column.  Upset that Tess Banyon has reached critical acclaim and high popularity, including her own television show, yet he can't get producers to launch his, Josh decides that Tess can't possibly be the perfect homemaking diva she portrays.  He figures out a way to infiltrate her domain in order to get the dirty laundry he needs to expose the domestic diva for who he thinks she really is.....a fraud.I was honestly almost turned off by the beginning of the book.  Josh came down so hard on Tess Banyon's image and success, it showed a really ugly side of him right from the start.  Jealousy, petty remarks, and bitterness are not becoming, especially in the context of this novel.  I know it was the set up for the rest of the novel but it really showed what I thought was a weak side to Josh's character.Once the novel got rolling and Josh is introduced to Tess the story improved and I started to enjoy it more.  A lot of humor was tossed into the mix and there was definitely some well written chemistry between Tess and Josh.  As the story evolved, the agenda that Josh has at first slowly changes and we get a glimpse of his change of heart, even as he discovers things about Tess that he correctly assumed.  But his assumptions aren't cut-and-dried; they are complicated and deserved a much better explanation than a trashing that he first wanted to publish.Then, when Tess realizes that Josh and the trash-talking JR are one and the same, the feelings she has developed for Josh disintegrate, causing her to remove him from her life.  His true motives are revealed also, as, what was supposed to be a first draft article is published without his consent or editing.  This novel does have the Happily Ever After we come to expect from an Entangled author, however I'm not really sure that Josh deserved it.Review Copy Courtesy of the Publisher at no cost, in exchange for an honest review.",3.0
"I h*a*t*e it when you read things like ""she only thought she was of value because he wanted her..."" or ""not all curvy women are so self-hating...""  To those review-ers, I would say ""shut up"", but freedom of speech and all that.  So instead I'll say to you, ""don't listen"".At our most core element we have a desire to be wanted/needed/accepted/liked.  If we didn't then we would all live in separate caves now wouldn't we?  Everyone in someway or another is insecure about something (real or perceived) about themselves that is unlovable/unacceptable/unwantable. That is, if you're human.  And because we live in a visual society, it's usually our external appearance. And if you don't believe that, go back to Neverland, because that's apparently where you reside.What this author does through the insecurity or self-image issues with her heroine is allow her to see that she is accepted in a world that puts it's acceptance on the outside.  What she does with the hero, who is generally drool-worthy is allow them to be healed .... not in the receiving of love, but in the giving of it.  She shows that those that are accepted by the society that values the external only, are broken too.  Just in a different way.  Inside.  And the inside wounds can only be healed by someone whose inside is never sought out because they get past the external test.Enough psycho-babble.Buy the damn book! It, like every other book is PHENOM!  This might be my favorite.  Maybe not.  But probably.  And Briggs? He better be getting his own book.  Yee-Haw!",5.0
The women portrayed in this book were well presented.  Each had flaws and admirable traits.  There was humor and sadness.  It was a story for all mothers.,5.0
This was a interesting story and kept me wondering what the outcome was going to be. I was happy both ladies got their true loves,5.0
"I enjoyed this so much I already purchased the 2nd book in the series.  I received this as a complimentary review copy.  I am glad I did. The characters were very easily defined and you could relate to them.  The story line was a typical love triangle, but it made you want to sit and read and not get up till you finished.  I read in a few days , kept my interest peaked.  The author did a very awesome job keeping you intriqued.  The characters and storyline were well described in the first few chapters so it made you want to continue.  I will definitely read more by this author.",5.0
"I follow all the cookbooks by ""Love of Cooking"" and this new addition is another 5-star addition to my library of Kindle cookbooks.  I'm liking this holiday series as it gives me something new to look forward to planning instead of the usual patio fare.  As with her other books, all the fixins are here from the drinks to the desserts.  Since I LOVE brats on the bbq, I'll be serving the ""Drunken Brats!""",5.0
"Again, this story scared the daylights out of me.  I hesitated to get it, since I don't even have a cell phone, much less Twitter, but I took a chance and I'm so glad I did.  Loved it, loved it, loved it!!!  His writing style is more like the old time horror classics with a new and refreshing twist.  It's not easy to bring something new to an old genre, but Joe Hill manages to do it time and time again.  The Twitspeak really added to the suspense of the story.  Again, I felt like I was in the audience of the Circus of the Dead.",5.0
"Really wish it was a complete novel, not a short story. Real let down to get down to the meat of the story then it ends without any warning.",3.0
"I can't put my finger on it, but something about this story just really interested me, in a way I can't describe.It was just really interesting, and I want to read more.",4.0
"She is a clever crime solver, always thinking and planning what too do next and whom too question. Her sonis chief of Police and does not like his mom getting mixed up in murder but she managers to solve the crime",4.0
"I love zombie tales and I absolutely love LWTD!  I read the blog almost daily, and devour each book as it is released.  Josh brings us into his world and it's almost like being a part of it.  I've become invested in the characters and feel the hurt when someone is lost during battle.  I cheer for their successes when an invention makes their world a little easier or plan comes together.  I tried to guess the locations as the group traveled across the country, making allies and trade partners.Obviously I'm not a writer and reviews don't flow from my fingertips.  I'm just an ordinary reader, sharing my opinion and want to share a great story with those that share my interest.If you love zombies too, this book (series) is for you :)",5.0
"L.O.V.E.D it! A really great book.I couldn't put it down, I read the entire book in a couple of hour's, that aught to tell you how good it is. I highly recommend this book to all!",5.0
Starts out slow but Don't give up.  Great mystery with surprise ending.,4.0
I loved that it always kept me on edge. This is a wonderful book. I have also read the edge of never and both books are really fascinating. It's real down to earth story. I was an emotional wreck but I loved every minute of it. Life is a challenge. It can bring happiness if you truly want it. Everybody deserves a chance at it. Song of the Fireflies was beautifully written. Good job J.A.Redmerski!!,5.0
"Very good book. Love it from beginning to end. I wish that was a little longer, felt like the story could it continue.",5.0
"I don't know what everyone else was reading, but this was the most annoying book I've ever read! It was repetitive, immature, and ridiculous; I skipped through 50% of the book and was wanting my .99 cent back",1.0
"Don't let the outside fool you-this place is much cuter and nicer inside than you would expect! 

Food is good and reasonably  priced. We ordered papaya salad, triple flavor duck, and king tofu soup. Papaya salad is always refreshing, but this place overdoes it on the fish sauce. Anything triple flavor is always a safe but delicious choice. I would say their king soup, with choice of protein, is a winner. 

And also, BYO!",4.0
"I love the entire 'Burg series.  The relationship between Rocky and Layne in this book is intense from the beginning, and Layne's dedication to helping find out what caused Rocky to run from him years ago is captivating.  The other characters bring a lot to the story line as well - Layne's boys and their relationships with both Layne and Rocky are great, as well as Rocky's father's and brother's relationships with other characters in the story.  Definitely one of KA's must reads!",5.0
"Blake's life is a living hell, possessed by a demon who has turned Blake into a killer, Blake knows that he must die so that the demon will never hurt anyone again, but with the demon calling the shots it's not going to be easy.  When loner vampire Elise witnesses Blake's suicide attempt, the hopelessness of his situation stirs her long lost humanity and as Elise gets to know Blake and is touched by his selflessness, Elise discovers that even though she's immortal, by isolating herself to protect her heart from further hurts, she's forgotten how to live.Set in the Night Huntress world, with a short appearance by Cat and Bones and a longer one by Mencheres, Devil to Pay works much better on its own than it did sandwiched in between regency romances in it's original release inFour Dukes and a Devil. Storywise, Devil to Pay manages to get the job done even in the shorter space, the leads are both likable and sympathy stirring, and there's nothing like impending death to spur a relationship along. I liked the ending but wouldn't have minded getting to bask in the afterglow of the happily ever after just a bit - but then that's the nature of shorts.On the whole, Devil to Pay ends up being a nice little tidbit for Frost fans who missed it in its first incarnation, but Frost brings in just enough of her world so that the story will still work for fans-to-be.",4.0
"This was a fun, scary, great story to read. I loved the character Harry. I can't wait to see what comes next for him.",5.0
"Jess Colton, the hero in this book, is a flawed human being. Jess meets the heroine, Holly Harrison, in a stuck elevator in the upscale Seattle apartment building they both call home. Jess works to calm the panicky woman as he summons help from te apartment manager.Holly is impressed with this gentle man. She looks through his size to the warm heart and begins to feel an attraction. She trusts him--but not with her secret--or secrets. No one knows them but her sister and her former boyfriend. And even he doesn't know the worst part of her secret.Jess's overeating is hard to hide--he's huge.  When he's around Holly, he restrains himself, but when she's not, he cannot. The sweets call to him with a siren song that he can't resist.Both of them have well-meaning families who try to ""help"" them. Jess's father and sister constantly berate him about his weight, offering not only criticism but way too many suggestions. Holly's sister constantly reminds her of past sins and that God couldn't possibly love her or forgive her. The problem is that both Jess and Holly believe what they're told.It takes a deadly crisis to bring them both around. But I'm not going to tell you what it is--you'll have to buy the book yourself to find out what happens...",4.0
"If you are a fan of the series, latch on to this one.In it Dani helps out, and then falls for a school teacher who has been accused of molesting a student. Of course being involved with someone you are investigating has it's pitfalls, and serves as the cornerstone of the plot.Tight plotting. Snappy dialogue. Twists and turns in the plotline that keep you guessing.In short, everything that you've come to expect from Locke. Highly recommended.",4.0
just way too short and i hadnt read the previous books to know what was going on. oh well !,3.0
Easy read and a fun ending. It was a fun book to read. It would be great for girl's to show they can do anything.,4.0
I have read this book over and over againIt's better every timeLOVE the characters and loved the plotLoved the hot sex scenes!!!I wish she would make a part two!!!!Highly recommend!!!!!!,5.0
on chapter 10 and keep getting lost with all the chsracters and new story lines. surely it will all come together eventually but so far i am mostly annoyed.  already started over once and only hanging in there becsuse the writing is good and book is edited well. but if ig doesn't come together soon it's gonna be one star,3.0
"The characters in this book are charming and believable, without being too perfect. The author's descriptions of life on the mountain are spot-on; I could almost smell the crisp mountain air. Looking forward to more by this author.",5.0
"This author has created a world where it is imperative that Vampires and Humans coexist.  The survival of the world as we know it depends on it.  Following the prophecy will insure it.Soren is a 100% sexy vampire. . . unfortunately . . . he is 98% arrogant ass as well.  Natalie is one tough woman who owns her own drywall company, proud of her accomplishments.  She is on her own, since her mom is locked up in the crazy bin.  Then she witnesses Soren doing what he does best . . and sure it looks to Natalie like he just killed someone.  On top of that, Soren can't erase her memory of what she saw or of him.So let's recap. . . Soren, arrogant although sexy killer.  Natalie, strong willed, proud, has a crazy mom, witnesses a murder.Soren can't erase Natalie's memory, that should not have been a problem.  Now he is stuck with her until he can figure out what to do.The sexual tension between Soren and Natalie picks up as Soren tries to figure out what the hell is going on.  Each time Natalie tries to get away from Soren . . . well the humor is not lost on this reader.  Buy this book and see what happens.  I have loved both the preceding books in this series and this one by far outshines the rest.  The prophecy is going to pull you in and when you get to the other side of this awesome Vampire/Human/Demon series you will be wanting more.  I know I do.PS as an aside, Brenda Dyer, I will gladly volunteer to stake Ace for you.  Just say the word. . .",5.0
"The storyline was good.  Very few details, little detailed writing to give me images in mind.  Story jumped around a lot and assumed i jumped with it.  Worth reading for price but not worth book two to me.",4.0
"Amazing. No other word for this book.I have to be honest here. I read this book in its earliest form, and then when Ms. Zampa re-worked it. When she asked me what I thought, I cried. Honor is an amazing man, and I loved him.This story was like a slow, passionate hymn to love, longing, and...well, honor.Every word is well placed, every emotion well timed. This is one of those rare books where I find myself looking at the pages, frantic as they dwindle in my hands. I don't want it to be over, but I want to know where we are going.Ah, and the destination is never in doubt. The journey though, it was worth the ride.Amazing. Carol has risen above all of us here, and this is like a pure, cool drink of water after a drought.Loved it. Can't wait to re-read it.Thank you, Carol. I knew you could.Tom",5.0
"I went into this book blind. Honestly, it had been so long since I'd read the blurb, I had no idea what I was getting into. At the first mention of wings (and the gorgeous imagery that goes with it) I was hooked. Four hours later, I sat back to digest the entire story.I loved the story world and can't wait to see where Meradeth Houston takes us next.",5.0
The worst place to get food delivered from. I would suggest starving over ordering here!! So they charge you for the food you order followed by never showing up for it (in the next 1:45 hrs) and then never bothering to answer the damn telephone which I guess they still have to get used to. I mean it must have been really hard to pick it up and answer it in a RESTAURANT!!! Let's see if they bother giving the food they have actually charged me for if I show up.,1.0
An office interest becomes more as Sondra allows Nick to lead her into a new lifestyle. Reluctantly at first she allows more.,5.0
"I have never thought that it could be so simple to budget my money, but thanks to Tony Scott it is. I change my way of living from hardly having money to pay my bills to have enough money to live and save some for my next holidays. It is amazing how this excellent book changed my life. Lot of tips and solid information is included in here. This book contains solid, proven, actionable advice you can start applying into your life right away!",4.0
"The title describes the book, amazing. It has drama, love  sacrifice, sadness, happiness and unexpected surprises to keep you interested.",5.0
"I fell in love with this story but I have to say there were parts of this story that brought tears to my eyesregarding Trevor, the little boy in this story. I was unhappy with the ending because you really don't knowhow things worked out for Trevor.",5.0
If you get a Paperwhite I would recommend you get this cover to go with it. It holds the Kindle so it does not slip around. You can close the cover and it cuts the Kindle off and when you open it you are on the page you left. It also helps protect the Kindle itself. I don't thing you would be sorry you bought it.,5.0
"This book became quite the delightful addiction for me, causing me to neglect almost everything else! I loved how the author fleshed out every character. I came to feel I knew them all quite well, and they all had their own unique personalities. The story is one of the wittiest I've ever read, and flows quickly from one event to the next. There is no tedium here. The dialogue, especially, is crisp and natural and often made me laugh out loud. Beneath the fun and laughter, though, there is a darker element: a mysterious premonition that bodes ill for our heroes & heroines. I was moved, for instance, by Sophie's distress as her beloved husband falls further and further away from being human into being a monster, and begins to want her in ways that terrify and disgust her. Yet her love never fails, no matter how cruel he becomes.Even Kenrick, the bad guy, becomes more sympathetic through his unquenchable need to be reunited with the one he loves. One can understand such obsessions if one has ever loved and lost.I would personally label ""That Scoundrel &Eacute;mile Dubois"" as SATIRE, not a mere vampire or time travel story. It's far too witty, cunning, and subtle to be an ordinary ""adventure story.""One thing I will complain about: if a man did that much ""Chin Chucking"" to me I would divorce him. I quite felt for Sophie in this regard, and was envious of her patience.I would recommend this book for anyone who likes vampire stories, the kind which seems, somehow, to combine the sexy vampire (&agrave; la Twilight) with the evil vampire (&agrave; la Dracula). And time traveling. And high adventure, and rascally scoundrels, and Victorian literature, and Welsh scenery. I do look forward to More Work by This Talented Author!",5.0
"Handy to know stuff but the amount of things he expects a person to carry on a daily basis is a little excessive.  If you drove a small hatchback, it would be FULL.  Quick read.  I consider this more of a pamphlet than a book.",4.0
"I just loved this IR story. I love all of Ms. Keyes stories and I am looking forward to the next book. Broc was strong and steady with strong Irish and Indian blood running through his veins. Azsia is beautiful and very straight forward African Indian woman. I enjoyed how he made her fell special during a time when being black was a curse. My last Name is Courtney and I always tease my hubby about a being black Irish. Bring on the next installment quickly. Kudos""""""""""""",5.0
"Love it. Awesome read,  this is the 3rd book but can be read alone.I love the chemistry between Elisa and Colt it show how you can believe in love. I can't wait for other stories.",5.0
"Really enjoyed this book.  Easy to get into and it was well developed which really pulls the reader in. Perhaps would have preferred am alternate ending, but all in all, a great read.",5.0
This was a nice fantasy world to get lost in for an hour or so. Great short story. Worth the read!,5.0
My little boy loved the illustrations as well as the story. Very entertaining while teaching an important life lesson about kindness. A must have for all children.,5.0
"That is how Dr. Daniel Dalton DeVille discribes the end of the confrontation between Captain Rudowski of LVMPD (metro) and one of Las Vegas's new the robotic emissaries,  on top of Binion's Casino. Las Vegas in 2078 has it's share of robotic gaming,  in fact Danny holds several patents for those. But these robots, really manufactured men,  artificial men or shadow people,  are a very different form of robot. While robotic gaming simply takes your money. These Man men,  this 1 robot left 7 police officers dead ( including the captain) , 6 more headed that way,  12 in for observation with serious injuries and 17 civilians dead. As if Robots ( without the three laws) weren't enough these robots were made to look like Danny and his right hand man and new partner Nick Ousley. And someone aimed them right at Danny.This is well written, well edited and simply a fun read. The characters and non characters alike are engaging and the background of a future Las Vegas is perfect. Definatly a new twist on  what happens  Vegas stays in Vegas.",5.0
"Lane..Oh Lane.. He is the whole package. Ive been waiting for Lanes story for awhile and Kimberly did not disappoint. I am going to try to write this review without any spoilers.When Lanes story starts off we learn he is looking for a girl he lost contact with years prior who he has been searching for in hopes she is alive. He is a very private person and his closest friends don't even know the inner turmoil he deals with on a daily basis.. Then comes one call! One call that changes it all.Lane didn't expect that one call to change his world on its axis and bring so much joy to his life. It also brings up a lot of answers he has been searching for and realizes everything was not how he thought it was. I loved watching him fall in love and become an even better person than he was.Lane's story is heartbreaking, heartfelt and so so beautiful. I am so happy i got to read this incredible story early.  He definitely moved to the top of my list of Book Boyfriends.. he is that good.. I also loved getting a glimpse into previous characters lives and how they turned out. Thank you Kimberly for such an amazing gift that is this story",5.0
I really loved this book and the way it was written. I can safely say its a road map to figure out if your being cheated on. Boy I wish during those troubled times in my youth I had this. It has opened my mind profoundly and well explained in great detail the signs you should look for if your worried about your spouse or girlfriend/boyfriend cheating. Great book,5.0
"I truly enjoyed this story.  The author wrote the characters in such a real an honest way it drew you in made you, laugh and cry.  I had to give the story high marks because I usually don't like books that start in the present and flashback but I loved this one.  I recommend this book to all who enjoy a really good love story.",5.0
"Amazing! I've been following these guys on Instagram for a while and just happened to be in the area today. Stopped in for a coffee and ended up with some minis as well... they were too die for! Tried the lemon, peanut butter, strawberry, and cookie dough. Boyfriend had the red velvet and carrot cake as well, all of them were delicious! Moist and flavorful. Boyfriend tried the coffee bombon espresso drink and had nothing but praise for it (2 espresso shots on a shot of condensed milk). Chatted with the owner who was super friendly, waitress was also on point and helpful with her suggestions. Very attentive and on top of everything. Decor is hip and functional. So comfy we googled where to buy the seats we were sitting in... :)",5.0
I liked the book. The storyline was creative and kept me hooked all the way through. I will probably buy her next book.,4.0
"Dough god tapas was great! Chili con carne was amazing! Just like home! Great ambiance! 

We also tried the chicken, fell a little flat ...completely redeemed by the dessert! 

Great to see an indigenous inspired / woman owned restaurant in the heart of downtown! 

We'll be back for sure!",4.0
"The PEEPs team along with the ghost Murphy are called in by Dave the pot smoking teenager from Sandtrap to rescue his friends from a demonic gym coach in a haunted school before they flunk the test of their lives.I still love this series, particularly Murphy who keeps discovering more about life in his death.",4.0
"It's funny, discovering a new character that has pretty much been right there throughout almost the whole series! Really love the exploration into the universe of Samantha Moon and some of the possibilities. It is very short but also incredibly sweet and gives a nice explanation of some of the mystery about the &#34;Giant Black Bat&#34;. I'd LOVE a spinoff series about the Bat/Dragon!",5.0
Great way to tie up the story! Thus author did her thing and I'm glad there wasn't a lot of time between releases!,5.0
"Reviewer: JustineRating: 5 out of 5 FairiesOh Ms. Wright, how I love and hate you right now!Theirs To Play is a book about two deprived, narcissistic, soulless brothers learning about life and the woman who doles out the lessons. And I love every glorious dirty-sexy second of it!Think modern Cruel Intentions but with brothers. Reading how Dawn schools this naughty twosome made this one of my favorite books of the year!But Miss Wright, I am a stickler for endings and yours has me torn.I hate how the story just ends with what felt like a minimal conclusion, but damn, does this woman know how to write one mean epilogue! Kenya had me salivating for what would come next and ready to take a bite out of her ass for not providing me with more!Disclosure: This ebook was provided by the author in exchange for an HONEST and not necessarily positive review.",5.0
"I waited so long for book 4 that I thought I was going to go crazy!  Needless to say, it was well worth the wait!  It was funny as hell, and not all over the place. Sarah was her usual self, in which I absolutely love. It was good to have as view into the mind of Sarah.  I'm happy that she found love in a hopeless place. I want my own Javier. Loved the twist of the story with Jake and Gabrielle. Most importantly you brought back my favorite characters,but didn't overshadow Sarah's story with theirs. Now will book five star? And will we finally be apart of Leila and Tucker baby. Will we have the chance  to look into Sarah's pregnancy? Will Shiran have a baby? Until next time folks...",5.0
Started off a bit slow but I still kept my head stuck in this book...great story kept me wondering...thumbs up,4.0
"A great, short, hot, steamy read! NYC based Playboy/ Dom Craig MacMasterswill take you on an erotic adventure of seduction and fantasy that will leave you breathless.It will be fun to see where this goes!",5.0
"Reading this was predictable until I got to the end. Great way for it to end, you have to read it........",5.0
Every time I thought I had it figured out some new twist was introduced.  I didn't think it was one of the best books I've read but for some reason I knew I just had to get to the end of this story.  Jax seemed to be the most mysterious and complicated character.,4.0
"This was an easy, entertaining read, but I never really got into it the way I wanted to.  Maybe it was because I couldn't really relate to the characters.  Instead of feeling as if I was living the experiences with them, I felt as if I was on the outside looking in.  It is well written with an original storyline, but it seemed to drag along and bounce around the same path over and over.  There were aspects with the baby's father that I thought would be explored to add drama, but they never were.  All in all, it was just an ok read for me.",3.0
"I have a really close friend of mine who suffers from not getting enough sleep. I don't know if changing her diet will help, but I am going to tell her about this book. Her problem stems from depression and the medications she must take in order to stay chemically balanced. After reading this book I am convinced that if I was tired all of the time, I'd try these diet ideas.This Kindle book is very well written and offers insightful wisdom for people suffering with Chronic Fatigue Syndrome. I am going to discuss the ideas in this book with my friend and see if she thinks a change in diet will help. Certainly avoiding caffeine is a good idea for her.I've read other books by this author and have found them to he filled with quality information.'",5.0
"This is a great story. Interesting characters, good storytelling, subtle foreshadowing, fun sense of humor.  I would recommend this book to anyone who like YA, and some people who don't.",4.0
Angus!! We finally get to find out more about Angus and what he was doing in New York. Anna plays a big role in this and we get to learn more about her as well. Some questions from Awaken are filled in and then we get the big cliffhanger at the end!! Now you HAVE to pick up Heart on 6/3 to find out what happens. Love this series!!!!,5.0
I have been going through some rough times with a family member and recently started reading to get myself some help and I came across this book and several others. I really got some great tips and started to think about putting myself first after reading this book. It was well written and just made sense to me. I would recommend,4.0
"I recommend this book to anyone who enjoys books about musicians and hot sex scenes.  Erotica is not my preferred genre, but I was drawn to the story line and descriptions of the energy work done by the hero.  I loved that part of the book!  Concert descriptions had an authentic feel.  The main characters' growth was scripted well and the story's pace moved along without pause.  If you enjoy a simultaneously sweet and salty read, you'll love Angel's Addiction.",4.0
"*Copy provided as part of blog tour*As a first novel from the writing duo of Stephanie K and Heidi H, I must say that I did enjoy reading their story.Olivia and Owen. I really love their matched names. They are pretty perfect for one another. Each character has his/her strong and weak points which are justified.The story started really good with introducing the characters before they met. We get to meet and know more about them. It was exciting to discover on how they will meet.It gets interesting especially when fate really wants them to be together. What started as a weekend fling, became so much more.Aside from Olivia and Owen, I also got interested with the main characters' friends. CharlyXMatt and LacyXTanner. Hoping they will get their own story.What I did not expect and something that I am disappointed on is that is it a HFN -- happy for now. Warnings should be put up. There are still a lot of questions needed to be answered. Looking forward to the release of the next *books* :DTo Zoe Norman, thank you for the opportunity to read this. Looking forward in reading your next *books* :)To Between the Sheets, thank you again!",4.0
I usually like sci-fi books  but this just could not keep my interest. I guess I was expecting a lot more excitement and did not get it.,2.0
"I must say that they have taken it up a notch or two, both with their menu selections and the quality of the food!

I started with a very delicious dirty martini, is there anything else? The escargot, burgundy style were cooked to perfection with shallots, garlic, butter, herbs and finished off with a good red wine, so yummy and I lapped up every drop of the sauce with the grilled crustini!

The mushroom bisque was to die for, I haven't had such a wonderful mushroom bisque since dining at the Terrace Restaurant at Longwood Gardens! In fact, I will go so far as to say this was quite memorable and probably the best I will ever have. How they were able to chop those mushrooms into the size of a speck, I will never know. The bisque was so very flavorful and topped with crème fraiche, truffles and white truffle oil. Remarkable indeed!

Listen to this! 14 ounces of broiled rare Australian lamb chops, that melted in my mouth with each bite. They were served as two triple cut chops and I was humming while I was gathering each tender morsel of these flavorful chops. The chops were huge, so meaty and not one bit of fat, so much better than the fingernail sized Colorado lamb chops, so much better that I did not even offer hubby a bite.

Speaking of hubby, he did share in some of my escargot and mushroom bisque, surprisingly, as he will normally eat neither and really did enjoy both.

Michael then had the wedge and I really appreciated how they served it, all was on one long rectangular plate, with the wedge in the center, red onions in one corner, diced ripe tomatoes in another, sliced boiled eggs, and a side of bleu cheese dressing, heavily loaded with bleu cheese crumbles. 

He also had an 18 ounce porterhouse, which he ordered rare and devoured it, saying that it was not the best he has ever had, but he enjoyed it.

With our entrees you have a choice of baked potato, truffled mashed, stuffed baked potato, sea salted shoestring potatoes or sticky rice. I chose the frites and hubby had the loaded baked potato, both were very good. They also have plenty of premium sides that you can order.

The atmosphere is relaxing, beautiful decor, the servers all work together and this time I left quite impressed. The prices were surprising low compared to other upscale steak houses. Once again, we had Joseph as our server, he's not as shy as he was in the beginning.",4.0
"love the story line, I am waiting for the next installment....",4.0
"I really loved this story.  I wasn't sure if I would but it turned out good!  Of course l still liked the first one the best.  The characters are fantastic in all of them.  I did sort of miss the military end of it but of course they still act as a unit, for the most part.",4.0
To be honest I scanned through the book.  It attempts to poke fun at the 'how to publish' books sold via the kindle ecosystem.  Unlike other readers I did not find it amusing perhaps because i was looking for something serious and with more substance.  I agree it is an attempt at shameless  promotion and profit.  For me there is no value in this book.  I can simply conclude that perhaps I am not the writer's target customer.  I did not pay for it so guess I got the proportionate value...ZERO.  Had I paid for this book I would have demanded a refund.Had I paid for it I would have awarded 1 star.,2.0
Loved the Serendipity's series. Loved every book in it. Look forward to your next book. Keep them coming. Great author.,5.0
"I have no trouble giving this book a five-star rating. It's a quick ,good read, certainly, but it's more than that. You feel the anger between the long-time married couple who'd fallen into a boring routine that was pulling them apart, and by the end you felt their overwhelming love and adoration for one another. Expertly written, Anne Calhoun pulls the reader right into their busy life and slows it down for you, letting you be a fly on the wall. I simply loved it and cannot wait to read it again.",5.0
"i love this story.  it is funny, unexpected, hold-your-breath horrible, romantic and sick, sick, sick.  They should make a movie out of it.  some of the dialogue is priceless.  i have read many of the other reviews.  and as long as you buy the complete set, you do't have to worry about a cliff hanger.  it is not my usual type of book.  if you are on the fence of  &#34;should i buy or or should't i buy it&#34;.. i'm really glad i bought it.",5.0
"Had an early dinner with my friend here a few weeks ago. We split three apps: octopus, malohwa, and lamajun. They were all fine, no complaints.  We had decent outdoor seating too.  However, there was nothing too mind blowing about this place, it was all very adequate. I would by no means steer people away from here, but I'd simply state to expect a satisfactory dining experience and nothing more.",3.0
You would think one would get tired of reading about this type stuff for such a long series but so far every page of every book in this series has been just as exciting as the first.  Amazed she can write about sex for so long and keep it interesting without reapeating herself.  You have a gift.,5.0
"Reading something like this makes me wish I could write fiction, especially a short story. Anyone who attempts it, thinking it&#8217;s easy since it&#8217;s such a small story, usually walks away defeated. I&#8217;m happy to report this author has done a terrific job of creeping me out. It&#8217;s not a simplistic story, but complicated and one that sticks with you and makes you think. That&#8217;s what makes a good story. I mean, a suicide forest? Who would have come up with something like that? Then at the end there&#8217;s a blurb about getting help if you are suicidal, which was a great thing to do. I can&#8217;t wait to read more by this author.",4.0
